"L","M","U","G","Range"
0.0117508307500751,0.0244134387599716,0.0382039186335622,"half_life",0.5
0.0134191493728939,0.0273085711967339,0.0427507049310724,"half_life",0.655172413793103
0.0153660270508697,0.0300734125478571,0.0464683331594946,"half_life",0.810344827586207
0.0174956000031091,0.0334256724507332,0.05126833033022,"half_life",0.96551724137931
0.0178582141295847,0.03529671909819,0.0540558746811995,"half_life",1.12068965517241
0.0199063877952688,0.0379941370466002,0.0579746666819448,"half_life",1.27586206896552
0.0204190776230075,0.0396060733348119,0.0601696022208143,"half_life",1.43103448275862
0.0205586273928231,0.0406842482861907,0.0621599426017066,"half_life",1.58620689655172
0.0221651126223659,0.0427043667565261,0.0652666881390353,"half_life",1.74137931034483
0.0227262710486939,0.0440345285613524,0.0675001019932955,"half_life",1.89655172413793
0.0221398704053079,0.0444556117031448,0.0694239615526624,"half_life",2.05172413793103
0.0239223541336666,0.0461100240065741,0.0708840260124841,"half_life",2.20689655172414
0.0249112816354793,0.0476061920435446,0.072905554292513,"half_life",2.36206896551724
0.0236527668140776,0.0475628869367046,0.0734199049970634,"half_life",2.51724137931034
0.0248007721004779,0.0483862044847245,0.0751609946518585,"half_life",2.67241379310345
0.0254563022831155,0.0499203177689416,0.0757551376304905,"half_life",2.82758620689655
0.0254555654540545,0.0495701426945548,0.0759759015650794,"half_life",2.98275862068966
0.0268356195948994,0.0510124528958717,0.0770571414852414,"half_life",3.13793103448276
0.0272103285387355,0.052632847015032,0.0794550522313485,"half_life",3.29310344827586
0.0266340543493073,0.0515815093255287,0.0788133584847778,"half_life",3.44827586206897
0.0279182731876988,0.0525817013077886,0.0797914797919887,"half_life",3.60344827586207
0.0275865807778152,0.0529258700887506,0.0805452798625436,"half_life",3.75862068965517
0.0284361895181826,0.0542225742671716,0.0819169637548406,"half_life",3.91379310344828
0.0290366175757656,0.0549628889865098,0.0822236703677895,"half_life",4.06896551724138
0.0290400670966177,0.0547505648634027,0.0834847323521353,"half_life",4.22413793103448
0.0295378387243439,0.0560091806689087,0.0846604433368757,"half_life",4.37931034482759
0.0292407089047949,0.0560676178028284,0.084597853371055,"half_life",4.53448275862069
0.0299427964826196,0.056064803423811,0.0845294576872267,"half_life",4.68965517241379
0.0292603967469951,0.0561392593654855,0.0841114113221991,"half_life",4.8448275862069
NA,NA,NA,"half_life",5
